20260802 170000;1.154460;1.154470;1.154450;1.154450;0
20260802 170100;1.154470;1.154680;1.154430;1.154680;0
20260802 170200;1.154720;1.154720;1.154680;1.154690;0
20260802 170300;1.154680;1.154710;1.154640;1.154660;0
20260802 170400;1.154680;1.154680;1.154620;1.154640;0
20260802 170500;1.154630;1.154670;1.154620;1.154650;0
20260802 170600;1.154660;1.154660;1.154610;1.154610;0
20260802 170700;1.154660;1.154660;1.154630;1.154630;0
20260802 170800;1.154630;1.154650;1.154630;1.154640;0
20260802 170900;1.154650;1.154650;1.154630;1.154650;0
20260802 171000;1.154650;1.154660;1.154630;1.154640;0
20260802 171100;1.154620;1.154630;1.154530;1.154630;0
20260802 171200;1.154640;1.154640;1.154640;1.154640;0
20260802 171300;1.154560;1.154640;1.154560;1.154640;0
20260802 171400;1.154630;1.154640;1.154490;1.154490;0
20260802 171500;1.154480;1.154510;1.154480;1.154490;0
20260802 171600;1.154510;1.154630;1.154490;1.154550;0
20260802 171700;1.154480;1.154530;1.154460;1.154480;0
20260802 171800;1.154480;1.154480;1.154400;1.154470;0
20260802 171900;1.154480;1.154480;1.154450;1.154450;0
20260802 172000;1.154440;1.154510;1.154410;1.154500;0
20260802 172100;1.154470;1.154470;1.154290;1.154440;0
20260802 172200;1.154430;1.154440;1.154410;1.154430;0
20260802 172300;1.154340;1.154410;1.154290;1.154340;0
20260802 172400;1.154350;1.154440;1.154320;1.154440;0
20260802 172500;1.154440;1.154440;1.154430;1.154430;0
20260802 172600;1.154430;1.154440;1.154430;1.154430;0
20260802 172700;1.154430;1.154440;1.154420;1.154420;0
20260802 172800;1.154400;1.154470;1.154400;1.154430;0
20260802 172900;1.154460;1.154470;1.154390;1.154460;0
20260802 173000;1.154450;1.154460;1.154390;1.154390;0
20260802 173100;1.154400;1.154400;1.154380;1.154390;0
20260802 173200;1.154370;1.154390;1.154290;1.154380;0
20260802 173300;1.154370;1.154440;1.154360;1.154440;0
20260802 173400;1.154440;1.154450;1.154360;1.154430;0
20260802 173500;1.154440;1.154450;1.154430;1.154440;0
20260802 173600;1.154450;1.154450;1.154380;1.154430;0
20260802 173700;1.154440;1.154610;1.154420;1.154460;0
20260802 173800;1.154480;1.154510;1.154430;1.154470;0
20260802 173900;1.154610;1.154650;1.154470;1.154470;0
20260802 174000;1.154480;1.154620;1.154480;1.154550;0
20260802 174100;1.154610;1.154630;1.154550;1.154630;0
20260802 174200;1.154630;1.154640;1.154620;1.154640;0
20260802 174300;1.154630;1.154670;1.154560;1.154650;0
20260802 174400;1.154660;1.154700;1.154650;1.154670;0
20260802 174500;1.154660;1.154690;1.154610;1.154670;0
20260802 174600;1.154700;1.154710;1.154660;1.154700;0
20260802 174700;1.154750;1.154860;1.154740;1.154820;0
20260802 174800;1.154810;1.154820;1.154680;1.154680;0
20260802 174900;1.154780;1.154780;1.154680;1.154690;0
20260802 175000;1.154680;1.154740;1.154680;1.154740;0
20260802 175100;1.154700;1.154740;1.154620;1.154720;0
20260802 175200;1.154710;1.154790;1.154640;1.154770;0
20260802 175300;1.154620;1.154630;1.154560;1.154560;0
20260802 175400;1.154570;1.154570;1.154510;1.154520;0
20260802 175500;1.154510;1.154520;1.154510;1.154510;0
20260802 175600;1.154510;1.154550;1.154510;1.154530;0
20260802 175700;1.154520;1.154670;1.154520;1.154660;0
20260802 175800;1.154670;1.154720;1.154610;1.154620;0
20260802 175900;1.154570;1.154720;1.154570;1.154710;0
20260802 180000;1.154700;1.155270;1.154670;1.155140;0
20260802 180100;1.155150;1.155310;1.155010;1.155110;0
20260802 180200;1.155100;1.155190;1.155020;1.155190;0
20260802 180300;1.155200;1.155320;1.155140;1.155310;0
20260802 180400;1.155330;1.155330;1.155210;1.155240;0
20260802 180500;1.155200;1.155260;1.155060;1.155260;0
20260802 180600;1.155250;1.155280;1.155200;1.155240;0
20260802 180700;1.155250;1.155330;1.155240;1.155300;0
20260802 180800;1.155290;1.155320;1.155210;1.155210;0
20260802 180900;1.155210;1.155410;1.155190;1.155370;0
20260802 181000;1.155350;1.155550;1.155280;1.155500;0
20260802 181100;1.155500;1.155680;1.155500;1.155660;0
20260802 181200;1.155680;1.155750;1.155620;1.155640;0
20260802 181300;1.155610;1.155860;1.155610;1.155800;0
20260802 181400;1.155810;1.155810;1.155710;1.155790;0
20260802 181500;1.155790;1.155870;1.155720;1.155720;0
20260802 181600;1.155710;1.155710;1.155510;1.155550;0
20260802 181700;1.155550;1.155550;1.155460;1.155460;0
20260802 181800;1.155460;1.155460;1.155010;1.155020;0
20260802 181900;1.155050;1.155080;1.154870;1.155000;0
20260802 182000;1.155000;1.155150;1.154880;1.155020;0
20260802 182100;1.155030;1.155130;1.154980;1.155060;0
20260802 182200;1.155070;1.155070;1.154880;1.154880;0
20260802 182300;1.154860;1.154970;1.154850;1.154860;0
20260802 182400;1.154880;1.154920;1.154820;1.154860;0
20260802 182500;1.154880;1.154900;1.154830;1.154900;0
20260802 182600;1.154890;1.154890;1.154820;1.154850;0
20260802 182700;1.154860;1.154860;1.154790;1.154830;0
20260802 182800;1.154810;1.154960;1.154760;1.154960;0
20260802 182900;1.154960;1.155090;1.154960;1.155050;0
20260802 183000;1.155050;1.155080;1.154870;1.154960;0
20260802 183100;1.154960;1.155040;1.154960;1.154970;0
20260802 183200;1.154980;1.155070;1.154970;1.155050;0
20260802 183300;1.155040;1.155100;1.155020;1.155100;0
20260802 183400;1.155070;1.155090;1.154860;1.154890;0
20260802 183500;1.154900;1.155000;1.154900;1.154990;0
20260802 183600;1.154970;1.155010;1.154890;1.154900;0
20260802 183700;1.154920;1.155040;1.154920;1.154930;0
20260802 183800;1.154930;1.155070;1.154880;1.155000;0
20260802 183900;1.155010;1.155130;1.154970;1.155050;0
20260802 184000;1.155010;1.155110;1.154920;1.155080;0
20260802 184100;1.155060;1.155140;1.154840;1.154850;0
20260802 184200;1.154870;1.154900;1.154790;1.154790;0
20260802 184300;1.154800;1.154940;1.154760;1.154900;0
20260802 184400;1.154890;1.154910;1.154860;1.154860;0
20260802 184500;1.154860;1.154880;1.154800;1.154850;0
20260802 184600;1.154850;1.154850;1.154800;1.154830;0
20260802 184700;1.154810;1.154890;1.154810;1.154850;0
20260802 184800;1.154860;1.154900;1.154780;1.154900;0
20260802 184900;1.154900;1.155140;1.154890;1.155130;0
20260802 185000;1.155130;1.155170;1.155100;1.155110;0
20260802 185100;1.155110;1.155170;1.155050;1.155130;0
20260802 185200;1.155110;1.155150;1.155070;1.155100;0
20260802 185300;1.155100;1.155180;1.155090;1.155150;0
20260802 185400;1.155150;1.155180;1.155040;1.155050;0
20260802 185500;1.155040;1.155050;1.154900;1.154910;0
20260802 185600;1.154910;1.154910;1.154840;1.154910;0
20260802 185700;1.154910;1.154910;1.154860;1.154870;0
20260802 185800;1.154880;1.154940;1.154830;1.154830;0
20260802 185900;1.154800;1.154850;1.154780;1.154820;0
20260802 190000;1.154820;1.154930;1.154780;1.154880;0
20260802 190100;1.154850;1.155090;1.154790;1.154830;0
20260802 190200;1.154830;1.154830;1.154670;1.154740;0
20260802 190300;1.154740;1.154770;1.154530;1.154550;0
20260802 190400;1.154560;1.154790;1.154490;1.154730;0
20260802 190500;1.154710;1.154710;1.154540;1.154540;0
20260802 190600;1.154540;1.154640;1.154540;1.154620;0
20260802 190700;1.154600;1.154640;1.154540;1.154590;0
20260802 190800;1.154580;1.154590;1.154390;1.154480;0
20260802 190900;1.154470;1.154480;1.154410;1.154440;0
20260802 191000;1.154450;1.154500;1.154430;1.154490;0
20260802 191100;1.154480;1.154510;1.154310;1.154340;0
20260802 191200;1.154350;1.154410;1.154330;1.154410;0
20260802 191300;1.154400;1.154510;1.154360;1.154490;0
20260802 191400;1.154480;1.154600;1.154460;1.154500;0
20260802 191500;1.154510;1.154570;1.154510;1.154520;0
20260802 191600;1.154510;1.154520;1.154410;1.154440;0
20260802 191700;1.154440;1.154510;1.154440;1.154480;0
20260802 191800;1.154460;1.154460;1.154410;1.154440;0
20260802 191900;1.154440;1.154490;1.154340;1.154380;0
20260802 192000;1.154390;1.154400;1.154320;1.154340;0
20260802 192100;1.154330;1.154350;1.154260;1.154320;0
20260802 192200;1.154300;1.154370;1.154300;1.154370;0
20260802 192300;1.154370;1.154430;1.154350;1.154410;0
20260802 192400;1.154400;1.154410;1.154290;1.154340;0
20260802 192500;1.154360;1.154420;1.154310;1.154410;0
20260802 192600;1.154410;1.154450;1.154320;1.154390;0
20260802 192700;1.154390;1.154440;1.154380;1.154400;0
20260802 192800;1.154410;1.154410;1.154340;1.154360;0
20260802 192900;1.154380;1.154490;1.154380;1.154460;0
20260802 193000;1.154460;1.154540;1.154450;1.154530;0
20260802 193100;1.154530;1.154560;1.154440;1.154450;0
20260802 193200;1.154420;1.154420;1.154300;1.154330;0
20260802 193300;1.154340;1.154420;1.154290;1.154290;0
20260802 193400;1.154290;1.154400;1.154290;1.154370;0
20260802 193500;1.154370;1.154480;1.154340;1.154480;0
20260802 193600;1.154470;1.154500;1.154470;1.154480;0
20260802 193700;1.154470;1.154590;1.154470;1.154580;0
20260802 193800;1.154590;1.154590;1.154490;1.154510;0
20260802 193900;1.154510;1.154520;1.154340;1.154340;0
20260802 194000;1.154350;1.154360;1.154290;1.154340;0
20260802 194100;1.154330;1.154390;1.154310;1.154380;0
20260802 194200;1.154370;1.154390;1.154290;1.154290;0
20260802 194300;1.154290;1.154300;1.154230;1.154240;0
20260802 194400;1.154250;1.154450;1.154250;1.154430;0
20260802 194500;1.154420;1.154420;1.154330;1.154390;0
20260802 194600;1.154400;1.154430;1.154310;1.154380;0
20260802 194700;1.154360;1.154360;1.154190;1.154240;0
20260802 194800;1.154250;1.154270;1.154200;1.154250;0
20260802 194900;1.154260;1.154430;1.154260;1.154340;0
20260802 195000;1.154340;1.154400;1.154280;1.154370;0
