20260601 000000;1.164360;1.164410;1.164330;1.164410;0
20260601 000100;1.164420;1.164480;1.164420;1.164450;0
20260601 000200;1.164450;1.164460;1.164400;1.164410;0
20260601 000300;1.164420;1.164470;1.164420;1.164450;0
20260601 000400;1.164460;1.164470;1.164460;1.164470;0
20260601 000500;1.164470;1.164480;1.164470;1.164470;0
20260601 000600;1.164470;1.164530;1.164470;1.164510;0
20260601 000700;1.164500;1.164510;1.164500;1.164510;0
20260601 000800;1.164500;1.164570;1.164500;1.164560;0
20260601 000900;1.164550;1.164560;1.164440;1.164440;0
20260601 001000;1.164450;1.164480;1.164440;1.164440;0
20260601 001100;1.164450;1.164500;1.164450;1.164500;0
20260601 001200;1.164490;1.164540;1.164490;1.164530;0
20260601 001300;1.164540;1.164540;1.164520;1.164530;0
20260601 001400;1.164530;1.164550;1.164520;1.164520;0
20260601 001500;1.164540;1.164560;1.164540;1.164540;0
20260601 001600;1.164540;1.164550;1.164540;1.164540;0
20260601 001700;1.164550;1.164620;1.164540;1.164600;0
20260601 001800;1.164610;1.164660;1.164610;1.164660;0
20260601 001900;1.164640;1.164700;1.164640;1.164670;0
20260601 002000;1.164680;1.164710;1.164660;1.164660;0
20260601 002100;1.164680;1.164680;1.164660;1.164660;0
20260601 002200;1.164660;1.164660;1.164650;1.164650;0
20260601 002300;1.164660;1.164680;1.164660;1.164680;0
20260601 002400;1.164640;1.164710;1.164640;1.164710;0
20260601 002500;1.164680;1.164680;1.164660;1.164660;0
20260601 002600;1.164710;1.164710;1.164670;1.164680;0
20260601 002700;1.164680;1.164680;1.164660;1.164670;0
20260601 002800;1.164670;1.164710;1.164630;1.164690;0
20260601 002900;1.164680;1.164730;1.164680;1.164720;0
20260601 003000;1.164730;1.164730;1.164710;1.164720;0
20260601 003100;1.164720;1.164720;1.164710;1.164720;0
20260601 003200;1.164730;1.164730;1.164670;1.164710;0
20260601 003300;1.164700;1.164700;1.164700;1.164700;0
20260601 003400;1.164700;1.164700;1.164670;1.164670;0
20260601 003500;1.164680;1.164690;1.164670;1.164670;0
20260601 003600;1.164670;1.164670;1.164670;1.164670;0
20260601 003700;1.164660;1.164730;1.164660;1.164730;0
20260601 003800;1.164710;1.164710;1.164670;1.164700;0
20260601 003900;1.164710;1.164820;1.164700;1.164800;0
20260601 004000;1.164780;1.164810;1.164770;1.164810;0
20260601 004100;1.164800;1.164820;1.164800;1.164800;0
20260601 004200;1.164820;1.164820;1.164800;1.164800;0
20260601 004300;1.164820;1.164840;1.164810;1.164810;0
20260601 004400;1.164830;1.164840;1.164790;1.164790;0
20260601 004500;1.164790;1.164800;1.164760;1.164760;0
20260601 004600;1.164760;1.164760;1.164750;1.164750;0
20260601 004700;1.164760;1.164760;1.164750;1.164750;0
20260601 004800;1.164760;1.164760;1.164660;1.164660;0
